Date,AAPL,MSFT,SPY
2023-11-21,-0.004230007303987704,-0.011576508522894047,-0.0021802635626539946
2023-11-22,0.0035144747812687616,0.012813900043478155,0.0038547395519230587
2023-11-24,-0.007004333010811492,-0.0011145299509927042,0.0006164523280602907
2023-11-27,-0.0009479124743163592,0.003128436742582119,-0.0017989318422136913
2023-11-28,0.0032121787158705395,0.010803618946247928,0.0009919811119614153
2023-11-29,-0.005399893270211287,-0.010061601642710527,-0.0007040121968990842
2023-11-30,0.0030545949075917456,0.00015955834250802603,0.003935373714665236
2023-12-01,0.006789678840776192,-0.011611335343447715,0.005915678671598146
2023-12-04,-0.009453018969163396,-0.014338325294366072,-0.005249921128988588
2023-12-05,0.021056712391331,0.009153905147638808,-0.00019654307531835613
2023-12-06,-0.005690033599284328,-0.009987694554502213,-0.004029925097900011
2023-12-07,0.01013746783001701,0.0058296135627298185,0.007632663223033909
2023-12-08,0.007415462689658758,0.008840400221621136,0.004298274902615473
2023-12-11,-0.012927799652517225,-0.007826065887559963,0.0038875750530276143
2023-12-12,0.007920761142964361,0.008294803334201628,0.004567984368618161
2023-12-13,0.016693533387066806,-2.691058420190018e-05,0.013791087550878656
2023-12-14,0.0007571946193445367,-0.022543603047436633,0.003208470361754978
2023-12-15,-0.0027268849528762074,0.01311623450637911,-0.0016466454461177005
2023-12-18,-0.008503444658869208,0.005179657479523314,0.005625577655266056
2023-12-19,0.005361517247754355,0.0016356479328654139,0.006080551705137438
2023-12-20,-0.010716931014226216,-0.00706903578783713,-0.013854747647195964
2023-12-21,-0.0007641983404503838,0.0078777829124419,0.009482693162958578
2023-12-22,-0.005555010102367253,0.0027861088335563444,0.002007238091963348
2023-12-26,-0.002837189000436502,0.00020978964553619583,0.004223056300268091
2023-12-27,0.0005211101731128487,-0.0015730923230407035,0.001804711043336571
2023-12-28,0.002218773112220074,0.003231940187560456,0.0003816110381524851
2023-12-29,-0.005415124932440896,0.002026878285287914,-0.0028961540182804724
2024-01-02,-0.03579228976601767,-0.013752213669695146,-0.005595403989022918
2024-01-03,-0.007483796848243074,-0.0007225983114017565,-0.008167370923299777
2024-01-04,-0.012705363334079567,-0.007179556884599703,-0.003220172233707297
2024-01-05,-0.0040094235278503865,-0.0005175118904517939,0.0013696247662942085
2024-01-08,0.024175592313116834,0.018872938469125078,0.014274548967673217
2024-01-09,-0.0022607385079126407,0.0029335133056742624,-0.0015176000941811152
2024-01-10,0.005667369427720725,0.018576407506702308,0.005655167682796058
2024-01-11,-0.0032256495874735114,0.0048614346364717065,-0.00043912567094561705
2024-01-12,0.0017779512364350936,0.00998229328192446,0.000693099712523626
2024-01-16,-0.012315350900925282,0.004634492345437113,-0.0036740808937137936
2024-01-17,-0.005177117687663602,-0.0020522802253120087,-0.0055571122694964
2024-01-18,0.03257355897108294,0.011296526712522015,0.008892024495010808
2024-01-19,0.015535668572403738,0.012188384073503755,0.012465754884925628
2024-01-22,0.012162779583755556,-0.00542062262610854,0.002116270646799645
2024-01-23,0.006651689124332449,0.006029484254229445,0.002916597499038831
2024-01-24,-0.003484266680411241,0.009175655845976127,0.0010915909781366029
2024-01-25,-0.0016965019990793362,0.005738640345169355,0.0054373532354135
2024-01-26,-0.009009849179580476,-0.002324163587274386,-0.0012697646147825647
2024-01-29,-0.003586515538081758,0.014339125684968312,0.007922149922675148
2024-01-30,-0.01925115171103864,-0.0027589259368545616,-0.0007733744145411725
2024-01-31,-0.01935618483070023,-0.026950522490001405,-0.016319654981882037
2024-02-01,0.013344317208495493,0.01559696727044213,0.013091819453648457
2024-02-02,-0.0053998761743251356,0.018426430262760585,0.010526250212850918
2024-02-05,0.00984616383930037,-0.01354589286764274,-0.0036413926888561043
2024-02-06,0.008629885131404613,-0.00039489468233333547,0.0029018985057387425
2024-02-07,0.0005845746687853648,0.021111608030212503,0.008339125821059445
2024-02-08,-0.005762663253328859,0.00014599357141631408,0.00044257082662846337
2024-02-09,0.0040919677770892005,0.015548478604116012,0.005779415901854046
2024-02-12,-0.008996499292410198,-0.012577019270389123,-0.0004378061856339377
2024-02-13,-0.011279265156680318,-0.021527107220666752,-0.01377260201195174
2024-02-14,-0.004810772655698514,0.00966514176615707,0.009087899728802196
2024-02-15,-0.0015713319220443944,-0.0071561358830852795,0.006899207589535772
2024-02-16,-0.008431878292421757,-0.006149066633027389,-0.004980097821181806
2024-02-20,-0.004116768529591752,-0.003143331433563157,-0.005507356021687837
2024-02-21,0.0041891248768719525,-0.0015154541369152286,0.0009079791737389709
2024-02-22,0.01124196117114784,0.023548944448195108,0.0206949955255169
2024-02-23,-0.010032533528062104,-0.0031855302662018303,0.0006905925283893222
2024-02-26,-0.007447897744162324,-0.006822743458474223,-0.00366261531937373
2024-02-27,0.00811384900365475,-0.0001480520057345336,0.0018571127418012257
2024-02-28,-0.0066291838126882885,0.0005898278147002944,-0.0013226187851945737
2024-02-29,-0.0036939197084738806,0.014519955998638423,0.0035958663589845674
2024-03-01,-0.006025569760978344,0.0044976162633803,0.009389333429306035
2024-03-04,-0.025383634574087433,-0.0013964891729734141,-0.0010736117328727923
2024-03-05,-0.028431749456325206,-0.02957086974857115,-0.009994130431334014
2024-03-06,-0.005882283459916704,-0.001391105416819638,0.005065537519829633
2024-03-07,-0.0007129023442605797,0.017531837416592477,0.009928555058441368
2024-03-08,0.010237446940061679,-0.007137695586131643,-0.006002758664238161
2024-03-11,0.011834423991337495,-0.004181210545859515,-0.0008615812199117556
2024-03-12,0.0027684236851441835,0.02659467360743384,0.010757196135039226
2024-03-13,-0.012121915146593998,-0.00042861397862747896,-0.0015627917948515258
2024-03-14,0.010932041685014049,0.02437606290971983,-0.0019786970132504855
2024-03-15,-0.0021952876814161915,-0.02069557567329794,-0.006867164458823627
2024-03-18,0.0063733564597896475,0.0021637651445447492,0.0059433002796847045
2024-03-19,0.013579789941239095,0.00979785006349565,0.005558671132033677
2024-03-20,0.014710245817451506,0.009065635775733494,0.009245313030824764
2024-03-21,-0.04085924759601878,0.009736221012453417,0.0033077855543168777
2024-03-22,0.00531178912314445,-0.0014661417285950495,-0.0018966757751063268
2024-03-25,-0.008292995859333963,-0.01371424550540068,-0.0027610407627544076
2024-03-26,-0.006680466691757592,-0.0028608935119786016,-0.0018490374873352255
2024-03-27,0.021212228852893755,-0.0005246902538785791,0.008403426958505822
2024-03-28,-0.010556827734137242,-0.0016822764421642322,-0.00018970336587964542
2024-04-01,-0.008448855713231063,0.009152185864187201,-0.0017405682112999754
2024-04-02,-0.00700813084995755,-0.007375668819679881,-0.006357653913215522
2024-04-03,0.004796305773419274,-0.0023479723683739184,0.001098920403418857
2024-04-04,-0.00489185795844882,-0.006110963618838561,-0.012207438719086583
2024-04-05,0.00449930367919249,0.018281971189711754,0.010445637091091475
2024-04-08,-0.006653553104004062,-0.002022956778204965,0.0005606399499915593
2024-04-09,0.007234923266869142,0.0038149410235219783,0.001157746357882239
2024-04-10,-0.011138613861386149,-0.00708189234202572,-0.010013748183972049
2024-04-11,0.04327179309064566,0.01103122861704553,0.007548359138005667
2024-04-12,0.008627171860380978,-0.01409271535628931,-0.013804712488171944
2024-04-15,-0.021858638743455505,-0.01957610918573105,-0.012526985851384898
2024-04-16,-0.019170462941953237,0.002273119570951776,-0.001822883206989645
2024-04-17,-0.008150239643145207,-0.006612267867191934,-0.0059190996049910405
2024-04-18,-0.005711380898271723,-0.01837924685865533,-0.0020576173317335966
2024-04-19,-0.012625184204986262,-0.012738457405394477,-0.008727931814680012
2024-04-22,0.005513048563561496,0.004610849353725355,0.00920769257514742
2024-04-23,0.0063855180811942525,0.016485252808988715,0.011865653644508756
2024-04-24,0.012708063690816562,0.003656613857135449,-0.0004726655130423696
2024-04-25,0.0051478368385387,-0.024495114006514607,-0.0037991423876888586
2024-04-26,-0.0034714829796798075,0.018240421762501624,0.009473735025062213
2024-04-29,0.024806385567193834,-0.010013636959873673,0.003540729346409588
2024-04-30,-0.018276051770564905,-0.032119759101806755,-0.01584231938385905
2024-05-01,-0.0060402644975195985,0.01441024912502753,-0.003246098226246441
2024-05-02,0.022029019910388525,0.007343392728920817,0.009353058213223964
2024-05-03,0.05981407178153142,0.022170376474275777,0.012396627924697645
2024-05-06,-0.009105951193854933,0.016914406672782878,0.010325512116086344
2024-05-07,0.003793072942009257,-0.010154925844237606,0.0011037505954960558
2024-05-08,0.0018673364841192974,0.002933278958759722,9.595763764047582e-05
2024-05-09,0.010017538940296111,0.0043356105494958275,0.005760822101819052
2024-05-10,-0.006897002226419757,0.005865610450298542,0.0012888579978309611
2024-05-13,0.017655506588611924,-0.002456222025013277,0.00013610865359381386
2024-05-14,0.00616728698621638,0.006864215415802732,0.004586237399512028
2024-05-15,0.012221496557852873,0.017482914205290356,0.012383787089432552
2024-05-16,0.0006346352169659397,-0.004937422148407422,-0.0020568776368081743
2024-05-17,0.0001532729050499615,-0.0018550575353963872,0.0014385677917887474
2024-05-20,0.006161683418413055,0.012209280103961495,0.0011514963714474025
2024-05-21,0.006859243697478812,0.008696637221607295,0.00245128009170803
2024-05-22,-0.0075427999123658385,0.0034510027795195963,-0.0028798341093574376
2024-05-23,-0.021055397876589943,-0.00817464740129692,-0.007303525418027035
2024-05-24,0.01658487871401415,0.00739807372684731,0.006617875001684759
2024-05-28,5.2814204908546714e-05,0.0003733711682782914,0.0006981797592906513
2024-05-29,0.0015790613298969358,-0.002673272869779475,-0.007001775771141583
2024-05-30,0.0052569970261322485,-0.033786154342731245,-0.00663727886966059
