date,security,field,value
2011-05-31,SMIN LN Equity,PX_VOLUME,29361245.0
2011-05-31,SMT LN Equity,PX_VOLUME,31900245.0
2011-05-31,SN/ LN Equity,PX_VOLUME,58687790.0
2011-05-31,SPX LN Equity,PX_VOLUME,1723053.0
2011-05-31,SSE LN Equity,PX_VOLUME,50221863.0
2011-05-31,STAN LN Equity,PX_VOLUME,100069568.0
2011-05-31,STJ LN Equity,PX_VOLUME,15689750.0
2011-05-31,SVT LN Equity,PX_VOLUME,16866552.0
2011-05-31,TSCO LN Equity,PX_VOLUME,255846765.0
2011-05-31,ULVR LN Equity,PX_VOLUME,44660414.0
2011-05-31,UU/ LN Equity,PX_VOLUME,46193211.0
2011-05-31,VOD LN Equity,PX_VOLUME,1185371760.0
2011-05-31,WEIR LN Equity,PX_VOLUME,20608485.0
2011-05-31,WTB LN Equity,PX_VOLUME,24894057.0
2011-05-31,AAL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3004.58
2011-05-31,ABF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1101.377
2011-05-31,ADM LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1838.03
2011-05-31,ALW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,394.719
2011-05-31,ANTO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1427.464
2011-05-31,AV/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,634.24
2011-05-31,AZN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3472.949
2011-05-31,BA/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,356.987
2011-05-31,BAB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,627.305
2011-05-31,BARC LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,262.288
2011-05-31,BATS LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2945.757
2011-05-31,BEZ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,143.856
2011-05-31,BKG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1170.069
2011-05-31,BLND LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,646.25
2011-05-31,BNZL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,807.239
2011-05-31,BP/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,484.371
2011-05-31,BRBY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1350.969
2011-05-31,BT/A LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,210.199
2011-05-31,BTRW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,113.4
2011-05-31,CNA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,342.597
2011-05-31,CPG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,687.922
2011-05-31,CRDA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2143.23
2011-05-31,DCC LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1969.15
2011-05-31,DGE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1357.421
2011-05-31,DPLM LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,380.716
2011-05-31,ENT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,175.014
2011-05-31,EXPN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,819.857
2011-05-31,FCIT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,328.542
2011-05-31,FRES LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1504.792
2011-05-31,GAW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,474.325
2011-05-31,GLEN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,528.405
2011-05-31,GSK LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1448.789
2011-05-31,HLMA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,410.832
2011-05-31,HSBA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,670.076
2011-05-31,HSX LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,649.37
2011-05-31,HWDN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,113.7
2011-05-31,IAG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,156.795
2011-05-31,ICG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,480.696
2011-05-31,IGG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,472.397
2011-05-31,IHG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,34.043
2011-05-31,III LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,291.236
2011-05-31,IMB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2335.33
2011-05-31,IMI LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1246.038
2011-05-31,INF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,422.75
2011-05-31,ITRK LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2081.787
2011-05-31,JD/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,9.924
2011-05-31,KGF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,299.433
2011-05-31,LAND LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,936.988
2011-05-31,LGEN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,125.898
2011-05-31,LLOY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,52.0
2011-05-31,LMP LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,141.392
2011-05-31,LSEG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,937.236
2011-05-31,MKS LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,398.265
2011-05-31,MNDI LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,703.236
2011-05-31,MRO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1025.379
2011-05-31,NG/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,681.511
2011-05-31,NWG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,458.769
2011-05-31,NXT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2408.545
2011-05-31,PCT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,35.6
2011-05-31,PRU LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,668.21
2011-05-31,PSN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,485.94
2011-05-31,PSON LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1211.252
2011-05-31,REL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,589.003
2011-05-31,RIO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,4358.307
2011-05-31,RKT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3687.216
2011-05-31,RMV LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,113.201
2011-05-31,RR/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,227.206
2011-05-31,RTO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,98.7
2011-05-31,SBRY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,372.007
2011-05-31,SDLF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,538.053
2011-05-31,SDR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,289.42
2011-05-31,SGE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,323.715
2011-05-31,SGRO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,335.394
2011-05-31,SHEL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2374.926
2011-05-31,SMIN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1282.442
2011-05-31,SMT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,150.661
2011-05-31,SN/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,693.596
2011-05-31,SPX LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2234.981
2011-05-31,SSE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1492.705
2011-05-31,STAN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1617.73
2011-05-31,STJ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,354.127
2011-05-31,SVT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1598.269
2011-05-31,TSCO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,561.26
2011-05-31,ULVR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2240.039
2011-05-31,UU/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,659.712
2011-05-31,VOD LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,223.041
2011-05-31,WEIR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2060.833
2011-05-31,WTB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1467.804
2011-06-30,AAL LN Equity,PX_LAST,3018.162
2011-06-30,ABF LN Equity,PX_LAST,1083.0
2011-06-30,ADM LN Equity,PX_LAST,1661.0
2011-06-30,ALW LN Equity,PX_LAST,385.9
2011-06-30,ANTO LN Equity,PX_LAST,1394.0
2011-06-30,AV/ LN Equity,PX_LAST,577.632
2011-06-30,AZN LN Equity,PX_LAST,3108.0
2011-06-30,BA/ LN Equity,PX_LAST,318.5
2011-06-30,BAB LN Equity,PX_LAST,627.772
2011-06-30,BARC LN Equity,PX_LAST,236.894
2011-06-30,BATS LN Equity,PX_LAST,2731.0
2011-06-30,BEZ LN Equity,PX_LAST,125.0
2011-06-30,BKG LN Equity,PX_LAST,1334.853
2011-06-30,BLND LN Equity,PX_LAST,609.0
2011-06-30,BNZL LN Equity,PX_LAST,780.0
2011-06-30,BP/ LN Equity,PX_LAST,458.65
2011-06-30,BRBY LN Equity,PX_LAST,1450.0
2011-06-30,BT/A LN Equity,PX_LAST,201.5
2011-06-30,BTRW LN Equity,PX_LAST,114.2
2011-06-30,CNA LN Equity,PX_LAST,323.3
2011-06-30,CPG LN Equity,PX_LAST,664.106
2011-06-30,CRDA LN Equity,PX_LAST,2002.062
2011-06-30,DCC LN Equity,PX_LAST,1776.836
2011-06-30,DGE LN Equity,PX_LAST,1273.0
2011-06-30,DPLM LN Equity,PX_LAST,375.5
2011-06-30,ENT LN Equity,PX_LAST,104.5
2011-06-30,EXPN LN Equity,PX_LAST,793.5
2011-06-30,FCIT LN Equity,PX_LAST,319.8
2011-06-30,FRES LN Equity,PX_LAST,1402.0
2011-06-30,GAW LN Equity,PX_LAST,430.0
2011-06-30,GLEN LN Equity,PX_LAST,488.508
2011-06-30,GSK LN Equity,PX_LAST,1349.459
2011-06-30,HLMA LN Equity,PX_LAST,414.3
2011-06-30,HSBA LN Equity,PX_LAST,618.4
2011-06-30,HSX LN Equity,PX_LAST,600.963
2011-06-30,HWDN LN Equity,PX_LAST,107.0
2011-06-30,IAG LN Equity,PX_LAST,168.199
2011-06-30,ICG LN Equity,PX_LAST,423.544
2011-06-30,IGG LN Equity,PX_LAST,436.4
2011-06-30,IHG LN Equity,PX_LAST,31.37
2011-06-30,III LN Equity,PX_LAST,281.1
2011-06-30,IMB LN Equity,PX_LAST,2071.0
2011-06-30,IMI LN Equity,PX_LAST,1203.429
2011-06-30,INF LN Equity,PX_LAST,397.816
2011-06-30,ITRK LN Equity,PX_LAST,1973.0
2011-06-30,JD/ LN Equity,PX_LAST,9.3
2011-06-30,KGF LN Equity,PX_LAST,267.2
2011-06-30,LAND LN Equity,PX_LAST,909.333
2011-06-30,LGEN LN Equity,PX_LAST,118.2
2011-06-30,LLOY LN Equity,PX_LAST,49.0
2011-06-30,LMP LN Equity,PX_LAST,130.4
2011-06-30,LSEG LN Equity,PX_LAST,977.336
2011-06-30,MKS LN Equity,PX_LAST,345.65
2011-06-30,MNDI LN Equity,PX_LAST,682.55
2011-06-30,MRO LN Equity,PX_LAST,1022.509
2011-06-30,NG/ LN Equity,PX_LAST,620.008
2011-06-30,NWG LN Equity,PX_LAST,414.185
2011-06-30,NXT LN Equity,PX_LAST,2325.0
2011-06-30,PCT LN Equity,PX_LAST,35.77
2011-06-30,PRU LN Equity,PX_LAST,615.339
2011-06-30,PSN LN Equity,PX_LAST,482.3
2011-06-30,PSON LN Equity,PX_LAST,1176.0
2011-06-30,REL LN Equity,PX_LAST,566.0
2011-06-30,RIO LN Equity,PX_LAST,4490.5
2011-06-30,RKT LN Equity,PX_LAST,3502.354
2011-06-30,RMV LN Equity,PX_LAST,119.2
2011-06-30,RR/ LN Equity,PX_LAST,221.343
2011-06-30,RTO LN Equity,PX_LAST,95.05
2011-06-30,SBRY LN Equity,PX_LAST,329.4
2011-06-30,SDLF LN Equity,PX_LAST,454.444
2011-06-30,SDR LN Equity,PX_LAST,262.99
2011-06-30,SGE LN Equity,PX_LAST,303.908
2011-06-30,SGRO LN Equity,PX_LAST,298.571
2011-06-30,SHEL LN Equity,PX_LAST,2218.0
2011-06-30,SMIN LN Equity,PX_LAST,1201.0
2011-06-30,SMT LN Equity,PX_LAST,152.0
2011-06-30,SN/ LN Equity,PX_LAST,665.0
2011-06-30,SPX LN Equity,PX_LAST,2154.922
2011-06-30,SSE LN Equity,PX_LAST,1393.0
2011-06-30,STAN LN Equity,PX_LAST,1559.05
2011-06-30,STJ LN Equity,PX_LAST,340.0
2011-06-30,SVT LN Equity,PX_LAST,1472.0
2011-06-30,TSCO LN Equity,PX_LAST,509.2
2011-06-30,ULVR LN Equity,PX_LAST,2151.001
2011-06-30,UU/ LN Equity,PX_LAST,599.0
2011-06-30,VOD LN Equity,PX_LAST,205.947
2011-06-30,WEIR LN Equity,PX_LAST,2127.0
2011-06-30,WTB LN Equity,PX_LAST,1387.482
2011-06-30,AAL LN Equity,PX_VOLUME,80870565.0
2011-06-30,ABF LN Equity,PX_VOLUME,24808138.0
2011-06-30,ADM LN Equity,PX_VOLUME,10693866.0
2011-06-30,ALW LN Equity,PX_VOLUME,34992990.0
2011-06-30,ANTO LN Equity,PX_VOLUME,55442569.0
2011-06-30,AV/ LN Equity,PX_VOLUME,119230316.0
2011-06-30,AZN LN Equity,PX_VOLUME,62488169.0
2011-06-30,BA/ LN Equity,PX_VOLUME,189620995.0
2011-06-30,BAB LN Equity,PX_VOLUME,29453202.0
2011-06-30,BARC LN Equity,PX_VOLUME,901315545.0
2011-06-30,BATS LN Equity,PX_VOLUME,62227130.0
2011-06-30,BEZ LN Equity,PX_VOLUME,19265379.0
2011-06-30,BKG LN Equity,PX_VOLUME,8042179.0
2011-06-30,BLND LN Equity,PX_VOLUME,58475715.0
2011-06-30,BNZL LN Equity,PX_VOLUME,18156329.0
2011-06-30,BP/ LN Equity,PX_VOLUME,688615081.0
2011-06-30,BRBY LN Equity,PX_VOLUME,28307015.0
2011-06-30,BT/A LN Equity,PX_VOLUME,358470847.0
2011-06-30,BTRW LN Equity,PX_VOLUME,74610625.0
2011-06-30,CNA LN Equity,PX_VOLUME,228418647.0
2011-06-30,CPG LN Equity,PX_VOLUME,73948870.0
2011-06-30,CRDA LN Equity,PX_VOLUME,6848078.0
2011-06-30,DCC LN Equity,PX_VOLUME,785909.0
2011-06-30,DGE LN Equity,PX_VOLUME,90694515.0
2011-06-30,DPLM LN Equity,PX_VOLUME,5195270.0
2011-06-30,ENT LN Equity,PX_VOLUME,478337.0
2011-06-30,EXPN LN Equity,PX_VOLUME,59621162.0
2011-06-30,FCIT LN Equity,PX_VOLUME,11652161.0
2011-06-30,FRES LN Equity,PX_VOLUME,16178811.0
2011-06-30,GAW LN Equity,PX_VOLUME,136653.0
2011-06-30,GLEN LN Equity,PX_VOLUME,290929027.0
2011-06-30,GSK LN Equity,PX_VOLUME,142552508.0
2011-06-30,HLMA LN Equity,PX_VOLUME,15907589.0
2011-06-30,HSBA LN Equity,PX_VOLUME,578367193.0
2011-06-30,HSX LN Equity,PX_VOLUME,8140776.0
2011-06-30,HWDN LN Equity,PX_VOLUME,47931730.0
2011-06-30,IAG LN Equity,PX_VOLUME,251873016.0
2011-06-30,ICG LN Equity,PX_VOLUME,27140938.0
2011-06-30,IGG LN Equity,PX_VOLUME,28711125.0
2011-06-30,IHG LN Equity,PX_VOLUME,18437952.0
2011-06-30,III LN Equity,PX_VOLUME,78451305.0
2011-06-30,IMB LN Equity,PX_VOLUME,65411883.0
2011-06-30,IMI LN Equity,PX_VOLUME,18367767.0
2011-06-30,INF LN Equity,PX_VOLUME,26208116.0
2011-06-30,ITRK LN Equity,PX_VOLUME,8948735.0
2011-06-30,JD/ LN Equity,PX_VOLUME,64082400.0
2011-06-30,KGF LN Equity,PX_VOLUME,198238182.0
2011-06-30,LAND LN Equity,PX_VOLUME,55365653.0
2011-06-30,LGEN LN Equity,PX_VOLUME,363101326.0
2011-06-30,LLOY LN Equity,PX_VOLUME,3879714486.0
2011-06-30,LMP LN Equity,PX_VOLUME,35576261.0
2011-06-30,LSEG LN Equity,PX_VOLUME,24178935.0
2011-06-30,MKS LN Equity,PX_VOLUME,135270835.0
2011-06-30,MNDI LN Equity,PX_VOLUME,19494451.0
2011-06-30,MRO LN Equity,PX_VOLUME,5369458.0
2011-06-30,NG/ LN Equity,PX_VOLUME,152898810.0
2011-06-30,NWG LN Equity,PX_VOLUME,171869993.0
2011-06-30,NXT LN Equity,PX_VOLUME,23308259.0
2011-06-30,PCT LN Equity,PX_VOLUME,63611500.0
2011-06-30,PRU LN Equity,PX_VOLUME,128261908.0
2011-06-30,PSN LN Equity,PX_VOLUME,26924483.0
2011-06-30,PSON LN Equity,PX_VOLUME,45806776.0
2011-06-30,REL LN Equity,PX_VOLUME,76870606.0
2011-06-30,RIO LN Equity,PX_VOLUME,104635561.0
2011-06-30,RKT LN Equity,PX_VOLUME,29552324.0
2011-06-30,RMV LN Equity,PX_VOLUME,33960150.0
2011-06-30,RR/ LN Equity,PX_VOLUME,303753858.0
2011-06-30,RTO LN Equity,PX_VOLUME,89753804.0
2011-06-30,SBRY LN Equity,PX_VOLUME,109429571.0
2011-06-30,SDLF LN Equity,PX_VOLUME,3162583.0
2011-06-30,SDR LN Equity,PX_VOLUME,62718787.0
2011-06-30,SGE LN Equity,PX_VOLUME,56403139.0
2011-06-30,SGRO LN Equity,PX_VOLUME,30670936.0
2011-06-30,SHEL LN Equity,PX_VOLUME,61114505.0
2011-06-30,SMIN LN Equity,PX_VOLUME,24403040.0
2011-06-30,SMT LN Equity,PX_VOLUME,27532685.0
2011-06-30,SN/ LN Equity,PX_VOLUME,49739003.0
2011-06-30,SPX LN Equity,PX_VOLUME,2622930.0
2011-06-30,SSE LN Equity,PX_VOLUME,45125826.0
2011-06-30,STAN LN Equity,PX_VOLUME,110281391.0
2011-06-30,STJ LN Equity,PX_VOLUME,11140318.0
2011-06-30,SVT LN Equity,PX_VOLUME,18607124.0
2011-06-30,TSCO LN Equity,PX_VOLUME,271563721.0
2011-06-30,ULVR LN Equity,PX_VOLUME,49236712.0
2011-06-30,UU/ LN Equity,PX_VOLUME,57818240.0
2011-06-30,VOD LN Equity,PX_VOLUME,1262140839.0
2011-06-30,WEIR LN Equity,PX_VOLUME,20317139.0
2011-06-30,WTB LN Equity,PX_VOLUME,27284664.0
2011-06-30,AAL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3061.598
2011-06-30,ABF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1115.893
2011-06-30,ADM LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1771.891
2011-06-30,ALW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,400.164
2011-06-30,ANTO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1497.28
2011-06-30,AV/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,637.288
2011-06-30,AZN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3396.986
2011-06-30,BA/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,344.337
2011-06-30,BAB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,647.776
2011-06-30,BARC LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,243.137
2011-06-30,BATS LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2955.497
2011-06-30,BEZ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,141.036
2011-06-30,BKG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1334.853
2011-06-30,BLND LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,658.688
2011-06-30,BNZL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,821.457
2011-06-30,BP/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,474.339
2011-06-30,BRBY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1485.144
2011-06-30,BT/A LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,210.932
2011-06-30,BTRW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,114.2
2011-06-30,CNA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,348.197
2011-06-30,CPG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,707.243
2011-06-30,CRDA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2077.183
2011-06-30,DCC LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1884.295
2011-06-30,DGE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1335.392
2011-06-30,DPLM LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,392.474
2011-06-30,ENT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,154.337
2011-06-30,EXPN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,825.782
2011-06-30,FCIT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,331.444
2011-06-30,FRES LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1446.995
2011-06-30,GAW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,474.325
2011-06-30,GLEN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,488.508
2011-06-30,GSK LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1464.155
2011-06-30,HLMA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,431.78
2011-06-30,HSBA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,652.764
2011-06-30,HSX LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,644.447
2011-06-30,HWDN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,107.0
2011-06-30,IAG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,168.199
2011-06-30,ICG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,450.147
2011-06-30,IGG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,459.141
2011-06-30,IHG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,32.768
2011-06-30,III LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,286.611
2011-06-30,IMB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2222.642
2011-06-30,IMI LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1264.044
2011-06-30,INF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,419.932
2011-06-30,ITRK LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2026.259
2011-06-30,JD/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,9.715
2011-06-30,KGF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,278.678
2011-06-30,LAND LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,968.217
2011-06-30,LGEN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,127.08
2011-06-30,LLOY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,49.0
2011-06-30,LMP LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,139.469
2011-06-30,LSEG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1014.184
2011-06-30,MKS LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,370.91
2011-06-30,MNDI LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,713.586
2011-06-30,MRO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1084.709
2011-06-30,NG/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,693.073
2011-06-30,NWG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,414.185
2011-06-30,NXT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2466.901
2011-06-30,PCT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,35.77
2011-06-30,PRU LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,652.355
2011-06-30,PSN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,491.133
2011-06-30,PSON LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1247.314
2011-06-30,REL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,605.037
2011-06-30,RIO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,4610.36
2011-06-30,RKT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3690.434
2011-06-30,RMV LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,122.225
2011-06-30,RR/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,230.421
2011-06-30,RTO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,95.05
2011-06-30,SBRY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,354.569
2011-06-30,SDLF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,493.148
2011-06-30,SDR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,273.341
2011-06-30,SGE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,322.265
2011-06-30,SGRO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,322.585
2011-06-30,SHEL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2403.096
2011-06-30,SMIN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1246.127
2011-06-30,SMT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,156.249
2011-06-30,SN/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,681.301
2011-06-30,SPX LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2273.278
2011-06-30,SSE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1508.953
2011-06-30,STAN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1627.67
2011-06-30,STJ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,350.723
2011-06-30,SVT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1597.337
2011-06-30,TSCO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,538.424
2011-06-30,ULVR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2279.816
2011-06-30,UU/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,657.415
2011-06-30,VOD LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,226.395
2011-06-30,WEIR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2197.189
2011-06-30,WTB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1453.405
2011-07-29,AAL LN Equity,PX_LAST,2834.873
2011-07-29,ABF LN Equity,PX_LAST,1071.0
2011-07-29,ADM LN Equity,PX_LAST,1549.0
2011-07-29,ALW LN Equity,PX_LAST,370.8
2011-07-29,ANTO LN Equity,PX_LAST,1410.0
2011-07-29,AV/ LN Equity,PX_LAST,524.737
2011-07-29,AZN LN Equity,PX_LAST,2973.0
2011-07-29,BA/ LN Equity,PX_LAST,304.0
2011-07-29,BAB LN Equity,PX_LAST,594.708
2011-07-29,BARC LN Equity,PX_LAST,205.995
2011-07-29,BATS LN Equity,PX_LAST,2820.5
2011-07-29,BEZ LN Equity,PX_LAST,129.4
2011-07-29,BKG LN Equity,PX_LAST,1277.853
2011-07-29,BLND LN Equity,PX_LAST,585.0
2011-07-29,BNZL LN Equity,PX_LAST,771.5
2011-07-29,BP/ LN Equity,PX_LAST,461.0
2011-07-29,BRBY LN Equity,PX_LAST,1494.0
