date,security,field,value
2010-01-29,AAL LN Equity,PX_LAST,2269.854
2010-01-29,ABF LN Equity,PX_LAST,883.0
2010-01-29,ADM LN Equity,PX_LAST,1133.0
2010-01-29,ALW LN Equity,PX_LAST,313.0
2010-01-29,ANTO LN Equity,PX_LAST,879.0
2010-01-29,AV/ LN Equity,PX_LAST,511.184
2010-01-29,AZN LN Equity,PX_LAST,2912.0
2010-01-29,BA/ LN Equity,PX_LAST,353.0
2010-01-29,BAB LN Equity,PX_LAST,495.076
2010-01-29,BARC LN Equity,PX_LAST,249.919
2010-01-29,BATS LN Equity,PX_LAST,2070.5
2010-01-29,BEZ LN Equity,PX_LAST,104.7
2010-01-29,BKG LN Equity,PX_LAST,829.101
2010-01-29,BLND LN Equity,PX_LAST,438.1
2010-01-29,BNZL LN Equity,PX_LAST,624.5
2010-01-29,BP/ LN Equity,PX_LAST,586.9
2010-01-29,BRBY LN Equity,PX_LAST,615.0
2010-01-29,BT/A LN Equity,PX_LAST,137.6
2010-01-29,BTRW LN Equity,PX_LAST,119.7
2010-01-29,CNA LN Equity,PX_LAST,269.9
2010-01-29,CPG LN Equity,PX_LAST,473.272
2010-01-29,CRDA LN Equity,PX_LAST,796.793
2010-01-29,DCC LN Equity,PX_LAST,1703.597
2010-01-29,DGE LN Equity,PX_LAST,1055.0
2010-01-29,DPLM LN Equity,PX_LAST,178.5
2010-01-29,ENT LN Equity,PX_LAST,208.5
2010-01-29,EXPN LN Equity,PX_LAST,598.5
2010-01-29,FCIT LN Equity,PX_LAST,264.9
2010-01-29,FRES LN Equity,PX_LAST,671.5
2010-01-29,GAW LN Equity,PX_LAST,379.5
2010-01-29,GSK LN Equity,PX_LAST,1230.598
2010-01-29,HLMA LN Equity,PX_LAST,233.5
2010-01-29,HSBA LN Equity,PX_LAST,677.3
2010-01-29,HSX LN Equity,PX_LAST,491.788
2010-01-29,HWDN LN Equity,PX_LAST,88.65
2010-01-29,IAG LN Equity,PX_LAST,136.707
2010-01-29,ICG LN Equity,PX_LAST,352.537
2010-01-29,IGG LN Equity,PX_LAST,404.4
2010-01-29,IHG LN Equity,PX_LAST,22.08
2010-01-29,III LN Equity,PX_LAST,265.3
2010-01-29,IMB LN Equity,PX_LAST,2026.0
2010-01-29,IMI LN Equity,PX_LAST,626.286
2010-01-29,INF LN Equity,PX_LAST,303.817
2010-01-29,ITRK LN Equity,PX_LAST,1210.0
2010-01-29,JD/ LN Equity,PX_LAST,5.89
2010-01-29,KGF LN Equity,PX_LAST,212.3
2010-01-29,LAND LN Equity,PX_LAST,683.2
2010-01-29,LGEN LN Equity,PX_LAST,75.9
2010-01-29,LLOY LN Equity,PX_LAST,51.2
2010-01-29,LMP LN Equity,PX_LAST,120.5
2010-01-29,LSEG LN Equity,PX_LAST,590.915
2010-01-29,MKS LN Equity,PX_LAST,333.599
2010-01-29,MNDI LN Equity,PX_LAST,392.7
2010-01-29,MRO LN Equity,PX_LAST,473.122
2010-01-29,NG/ LN Equity,PX_LAST,574.349
2010-01-29,NWG LN Equity,PX_LAST,347.846
2010-01-29,NXT LN Equity,PX_LAST,1966.0
2010-01-29,PCT LN Equity,PX_LAST,23.88
2010-01-29,PRU LN Equity,PX_LAST,493.98
2010-01-29,PSN LN Equity,PX_LAST,432.9
2010-01-29,PSON LN Equity,PX_LAST,891.5
2010-01-29,REL LN Equity,PX_LAST,500.0
2010-01-29,RIO LN Equity,PX_LAST,3099.0
2010-01-29,RKT LN Equity,PX_LAST,3315.018
2010-01-29,RMV LN Equity,PX_LAST,52.85
2010-01-29,RR/ LN Equity,PX_LAST,164.652
2010-01-29,RTO LN Equity,PX_LAST,115.8
2010-01-29,SBRY LN Equity,PX_LAST,323.9
2010-01-29,SDLF LN Equity,PX_LAST,456.681
2010-01-29,SDR LN Equity,PX_LAST,211.82
2010-01-29,SGE LN Equity,PX_LAST,248.996
2010-01-29,SGRO LN Equity,PX_LAST,300.196
2010-01-29,SHEL LN Equity,PX_LAST,1742.5
2010-01-29,SMIN LN Equity,PX_LAST,1000.0
2010-01-29,SMT LN Equity,PX_LAST,99.8
2010-01-29,SN/ LN Equity,PX_LAST,633.0
2010-01-29,SPX LN Equity,PX_LAST,1349.384
2010-01-29,SSE LN Equity,PX_LAST,1170.0
2010-01-29,STAN LN Equity,PX_LAST,1331.44
2010-01-29,STJ LN Equity,PX_LAST,251.0
2010-01-29,SVT LN Equity,PX_LAST,1125.0
2010-01-29,TSCO LN Equity,PX_LAST,539.03
2010-01-29,ULVR LN Equity,PX_LAST,2048.061
2010-01-29,UU/ LN Equity,PX_LAST,536.5
2010-01-29,VOD LN Equity,PX_LAST,167.636
2010-01-29,WEIR LN Equity,PX_LAST,776.0
2010-01-29,WTB LN Equity,PX_LAST,1210.503
2010-01-29,AAL LN Equity,PX_VOLUME,106931528.0
2010-01-29,ABF LN Equity,PX_VOLUME,76790547.0
2010-01-29,ADM LN Equity,PX_VOLUME,10223996.0
2010-01-29,ALW LN Equity,PX_VOLUME,18362031.0
2010-01-29,ANTO LN Equity,PX_VOLUME,58184779.0
2010-01-29,AV/ LN Equity,PX_VOLUME,151966444.0
2010-01-29,AZN LN Equity,PX_VOLUME,102296533.0
2010-01-29,BA/ LN Equity,PX_VOLUME,265351153.0
2010-01-29,BAB LN Equity,PX_VOLUME,14444088.0
2010-01-29,BARC LN Equity,PX_VOLUME,1511317747.0
2010-01-29,BATS LN Equity,PX_VOLUME,74034113.0
2010-01-29,BEZ LN Equity,PX_VOLUME,14576640.0
2010-01-29,BKG LN Equity,PX_VOLUME,9119452.0
2010-01-29,BLND LN Equity,PX_VOLUME,96893817.0
2010-01-29,BNZL LN Equity,PX_VOLUME,21909441.0
2010-01-29,BP/ LN Equity,PX_VOLUME,678844193.0
2010-01-29,BRBY LN Equity,PX_VOLUME,47342523.0
2010-01-29,BT/A LN Equity,PX_VOLUME,640526195.0
2010-01-29,BTRW LN Equity,PX_VOLUME,158073956.0
2010-01-29,CNA LN Equity,PX_VOLUME,293348346.0
2010-01-29,CPG LN Equity,PX_VOLUME,117622403.0
2010-01-29,CRDA LN Equity,PX_VOLUME,5581583.0
2010-01-29,DCC LN Equity,PX_VOLUME,1050781.0
2010-01-29,DGE LN Equity,PX_VOLUME,97557150.0
2010-01-29,DPLM LN Equity,PX_VOLUME,1729859.0
2010-01-29,ENT LN Equity,PX_VOLUME,3362407.0
2010-01-29,EXPN LN Equity,PX_VOLUME,51933594.0
2010-01-29,FCIT LN Equity,PX_VOLUME,15632685.0
2010-01-29,FRES LN Equity,PX_VOLUME,23277968.0
2010-01-29,GAW LN Equity,PX_VOLUME,1703418.0
2010-01-29,GSK LN Equity,PX_VOLUME,190605198.0
2010-01-29,HLMA LN Equity,PX_VOLUME,13252406.0
2010-01-29,HSBA LN Equity,PX_VOLUME,690448196.0
2010-01-29,HSX LN Equity,PX_VOLUME,13639074.0
2010-01-29,HWDN LN Equity,PX_VOLUME,32157837.0
2010-01-29,IAG LN Equity,PX_VOLUME,393382199.0
2010-01-29,ICG LN Equity,PX_VOLUME,14590263.0
2010-01-29,IGG LN Equity,PX_VOLUME,41132812.0
2010-01-29,IHG LN Equity,PX_VOLUME,15443959.0
2010-01-29,III LN Equity,PX_VOLUME,75079129.0
2010-01-29,IMB LN Equity,PX_VOLUME,76232291.0
2010-01-29,IMI LN Equity,PX_VOLUME,21890944.0
2010-01-29,INF LN Equity,PX_VOLUME,30304588.0
2010-01-29,ITRK LN Equity,PX_VOLUME,9464359.0
2010-01-29,JD/ LN Equity,PX_VOLUME,44150200.0
2010-01-29,KGF LN Equity,PX_VOLUME,227394975.0
2010-01-29,LAND LN Equity,PX_VOLUME,64340457.0
2010-01-29,LGEN LN Equity,PX_VOLUME,499928843.0
2010-01-29,LLOY LN Equity,PX_VOLUME,4092755568.0
2010-01-29,LMP LN Equity,PX_VOLUME,54577335.0
2010-01-29,LSEG LN Equity,PX_VOLUME,21830200.0
2010-01-29,MKS LN Equity,PX_VOLUME,280756819.0
2010-01-29,MNDI LN Equity,PX_VOLUME,21361264.0
2010-01-29,MRO LN Equity,PX_VOLUME,4506973.0
2010-01-29,NG/ LN Equity,PX_VOLUME,141372902.0
2010-01-29,NWG LN Equity,PX_VOLUME,237842052.0
2010-01-29,NXT LN Equity,PX_VOLUME,30719252.0
2010-01-29,PCT LN Equity,PX_VOLUME,117799540.0
2010-01-29,PRU LN Equity,PX_VOLUME,168322741.0
2010-01-29,PSN LN Equity,PX_VOLUME,40272393.0
2010-01-29,PSON LN Equity,PX_VOLUME,51578355.0
2010-01-29,REL LN Equity,PX_VOLUME,113562452.0
2010-01-29,RIO LN Equity,PX_VOLUME,145527300.0
2010-01-29,RKT LN Equity,PX_VOLUME,32068872.0
2010-01-29,RMV LN Equity,PX_VOLUME,99585670.0
2010-01-29,RR/ LN Equity,PX_VOLUME,307001556.0
2010-01-29,RTO LN Equity,PX_VOLUME,123609494.0
2010-01-29,SBRY LN Equity,PX_VOLUME,131143815.0
2010-01-29,SDLF LN Equity,PX_VOLUME,83647.0
2010-01-29,SDR LN Equity,PX_VOLUME,56982532.0
2010-01-29,SGE LN Equity,PX_VOLUME,104710499.0
2010-01-29,SGRO LN Equity,PX_VOLUME,55949317.0
2010-01-29,SHEL LN Equity,PX_VOLUME,78908601.0
2010-01-29,SMIN LN Equity,PX_VOLUME,26146727.0
2010-01-29,SMT LN Equity,PX_VOLUME,25799090.0
2010-01-29,SN/ LN Equity,PX_VOLUME,57065459.0
2010-01-29,SPX LN Equity,PX_VOLUME,1413883.0
2010-01-29,SSE LN Equity,PX_VOLUME,41022823.0
2010-01-29,STAN LN Equity,PX_VOLUME,125865328.0
2010-01-29,STJ LN Equity,PX_VOLUME,5078257.0
2010-01-29,SVT LN Equity,PX_VOLUME,25583905.0
2010-01-29,TSCO LN Equity,PX_VOLUME,309656267.0
2010-01-29,ULVR LN Equity,PX_VOLUME,45624068.0
2010-01-29,UU/ LN Equity,PX_VOLUME,98110681.0
2010-01-29,VOD LN Equity,PX_VOLUME,1430659602.0
2010-01-29,WEIR LN Equity,PX_VOLUME,26597575.0
2010-01-29,WTB LN Equity,PX_VOLUME,20006653.0
2010-01-29,AAL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2269.854
2010-01-29,ABF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,883.0
2010-01-29,ADM LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1133.0
2010-01-29,ALW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,313.0
2010-01-29,ANTO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,879.0
2010-01-29,AV/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,511.184
2010-01-29,AZN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2912.0
2010-01-29,BA/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,353.0
2010-01-29,BAB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,495.076
2010-01-29,BARC LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,249.919
2010-01-29,BATS LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2070.5
2010-01-29,BEZ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,104.7
2010-01-29,BKG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,829.101
2010-01-29,BLND LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,444.211
2010-01-29,BNZL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,624.5
2010-01-29,BP/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,586.9
2010-01-29,BRBY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,618.609
2010-01-29,BT/A LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,137.6
2010-01-29,BTRW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,119.7
2010-01-29,CNA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,269.9
2010-01-29,CPG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,482.958
2010-01-29,CRDA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,796.793
2010-01-29,DCC LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1703.597
2010-01-29,DGE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1055.0
2010-01-29,DPLM LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,178.5
2010-01-29,ENT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,208.5
2010-01-29,EXPN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,598.5
2010-01-29,FCIT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,264.9
2010-01-29,FRES LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,671.5
2010-01-29,GAW LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,379.5
2010-01-29,GSK LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1230.598
2010-01-29,HLMA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,236.618
2010-01-29,HSBA LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,677.3
2010-01-29,HSX LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,491.788
2010-01-29,HWDN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,88.65
2010-01-29,IAG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,136.707
2010-01-29,ICG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,352.537
2010-01-29,IGG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,409.598
2010-01-29,IHG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,22.08
2010-01-29,III LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,265.3
2010-01-29,IMB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2078.808
2010-01-29,IMI LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,626.286
2010-01-29,INF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,303.817
2010-01-29,ITRK LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1210.0
2010-01-29,JD/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,5.89
2010-01-29,KGF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,212.3
2010-01-29,LAND LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,683.2
2010-01-29,LGEN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,75.9
2010-01-29,LLOY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,51.2
2010-01-29,LMP LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,120.5
2010-01-29,LSEG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,590.915
2010-01-29,MKS LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,333.599
2010-01-29,MNDI LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,392.7
2010-01-29,MRO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,473.122
2010-01-29,NG/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,574.349
2010-01-29,NWG LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,347.846
2010-01-29,NXT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1966.0
2010-01-29,PCT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,23.88
2010-01-29,PRU LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,493.98
2010-01-29,PSN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,432.9
2010-01-29,PSON LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,891.5
2010-01-29,REL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,500.0
2010-01-29,RIO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3099.0
2010-01-29,RKT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,3315.018
2010-01-29,RMV LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,52.85
2010-01-29,RR/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,164.652
2010-01-29,RTO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,115.8
2010-01-29,SBRY LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,323.9
2010-01-29,SDLF LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,456.681
2010-01-29,SDR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,211.82
2010-01-29,SGE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,248.996
2010-01-29,SGRO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,300.196
2010-01-29,SHEL LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1742.5
2010-01-29,SMIN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1000.0
2010-01-29,SMT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,99.8
2010-01-29,SN/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,633.0
2010-01-29,SPX LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1349.384
2010-01-29,SSE LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1170.0
2010-01-29,STAN LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1331.44
2010-01-29,STJ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,251.0
2010-01-29,SVT LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1125.0
2010-01-29,TSCO LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,539.03
2010-01-29,ULVR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,2048.061
2010-01-29,UU/ LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,536.5
2010-01-29,VOD LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,167.636
2010-01-29,WEIR LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,776.0
2010-01-29,WTB LN Equity,TOT_RETURN_INDEX_GROSS_DVDS,1210.503
2010-02-26,AAL LN Equity,PX_LAST,2336.326
2010-02-26,ABF LN Equity,PX_LAST,950.0
2010-02-26,ADM LN Equity,PX_LAST,1240.0
2010-02-26,ALW LN Equity,PX_LAST,317.0
2010-02-26,ANTO LN Equity,PX_LAST,883.5
2010-02-26,AV/ LN Equity,PX_LAST,513.553
2010-02-26,AZN LN Equity,PX_LAST,2883.5
2010-02-26,BA/ LN Equity,PX_LAST,374.3
2010-02-26,BAB LN Equity,PX_LAST,464.216
2010-02-26,BARC LN Equity,PX_LAST,288.67
2010-02-26,BATS LN Equity,PX_LAST,2229.5
2010-02-26,BEZ LN Equity,PX_LAST,112.8
2010-02-26,BKG LN Equity,PX_LAST,768.992
2010-02-26,BLND LN Equity,PX_LAST,440.0
2010-02-26,BNZL LN Equity,PX_LAST,680.5
2010-02-26,BP/ LN Equity,PX_LAST,578.7
2010-02-26,BRBY LN Equity,PX_LAST,625.5
2010-02-26,BT/A LN Equity,PX_LAST,114.9
2010-02-26,BTRW LN Equity,PX_LAST,113.8
2010-02-26,CNA LN Equity,PX_LAST,279.7
2010-02-26,CPG LN Equity,PX_LAST,538.799
2010-02-26,CRDA LN Equity,PX_LAST,954.879
2010-02-26,DCC LN Equity,PX_LAST,1723.015
2010-02-26,DGE LN Equity,PX_LAST,1064.0
2010-02-26,DPLM LN Equity,PX_LAST,177.0
2010-02-26,ENT LN Equity,PX_LAST,196.0
2010-02-26,EXPN LN Equity,PX_LAST,607.0
2010-02-26,FCIT LN Equity,PX_LAST,277.0
2010-02-26,FRES LN Equity,PX_LAST,750.5
2010-02-26,GAW LN Equity,PX_LAST,372.5
2010-02-26,GSK LN Equity,PX_LAST,1228.069
2010-02-26,HLMA LN Equity,PX_LAST,249.2
2010-02-26,HSBA LN Equity,PX_LAST,719.6
2010-02-26,HSX LN Equity,PX_LAST,510.151
2010-02-26,HWDN LN Equity,PX_LAST,81.5
2010-02-26,IAG LN Equity,PX_LAST,140.022
2010-02-26,ICG LN Equity,PX_LAST,318.15
2010-02-26,IGG LN Equity,PX_LAST,386.7
2010-02-26,IHG LN Equity,PX_LAST,21.465
2010-02-26,III LN Equity,PX_LAST,263.1
2010-02-26,IMB LN Equity,PX_LAST,2046.0
2010-02-26,IMI LN Equity,PX_LAST,645.714
2010-02-26,INF LN Equity,PX_LAST,308.88
2010-02-26,ITRK LN Equity,PX_LAST,1282.0
2010-02-26,JD/ LN Equity,PX_LAST,5.75
2010-02-26,KGF LN Equity,PX_LAST,215.0
2010-02-26,LAND LN Equity,PX_LAST,674.667
2010-02-26,LGEN LN Equity,PX_LAST,77.15
2010-02-26,LLOY LN Equity,PX_LAST,52.5
2010-02-26,LMP LN Equity,PX_LAST,119.25
2010-02-26,LSEG LN Equity,PX_LAST,612.562
2010-02-26,MKS LN Equity,PX_LAST,315.714
2010-02-26,MNDI LN Equity,PX_LAST,418.66
2010-02-26,MRO LN Equity,PX_LAST,491.765
2010-02-26,NG/ LN Equity,PX_LAST,593.464
2010-02-26,NWG LN Equity,PX_LAST,405.677
2010-02-26,NXT LN Equity,PX_LAST,1875.0
2010-02-26,PCT LN Equity,PX_LAST,25.25
2010-02-26,PRU LN Equity,PX_LAST,514.919
2010-02-26,PSN LN Equity,PX_LAST,390.1
2010-02-26,PSON LN Equity,PX_LAST,912.0
2010-02-26,REL LN Equity,PX_LAST,492.0
2010-02-26,RIO LN Equity,PX_LAST,3364.0
2010-02-26,RKT LN Equity,PX_LAST,3510.499
2010-02-26,RMV LN Equity,PX_LAST,63.5
2010-02-26,RR/ LN Equity,PX_LAST,191.488
2010-02-26,RTO LN Equity,PX_LAST,128.9
2010-02-26,SBRY LN Equity,PX_LAST,330.4
2010-02-26,SDLF LN Equity,PX_LAST,428.721
2010-02-26,SDR LN Equity,PX_LAST,203.32
2010-02-26,SGE LN Equity,PX_LAST,249.101
2010-02-26,SGRO LN Equity,PX_LAST,304.69
2010-02-26,SHEL LN Equity,PX_LAST,1790.0
2010-02-26,SMIN LN Equity,PX_LAST,1039.0
2010-02-26,SMT LN Equity,PX_LAST,104.8
2010-02-26,SN/ LN Equity,PX_LAST,673.5
2010-02-26,SPX LN Equity,PX_LAST,1367.692
2010-02-26,SSE LN Equity,PX_LAST,1121.0
2010-02-26,STAN LN Equity,PX_LAST,1432.31
2010-02-26,STJ LN Equity,PX_LAST,255.8
2010-02-26,SVT LN Equity,PX_LAST,1165.0
2010-02-26,TSCO LN Equity,PX_LAST,531.62
2010-02-26,ULVR LN Equity,PX_LAST,2063.073
2010-02-26,UU/ LN Equity,PX_LAST,543.5
2010-02-26,VOD LN Equity,PX_LAST,176.232
2010-02-26,WEIR LN Equity,PX_LAST,781.0
2010-02-26,WTB LN Equity,PX_LAST,1219.953
2010-02-26,AAL LN Equity,PX_VOLUME,117988777.0
2010-02-26,ABF LN Equity,PX_VOLUME,37521506.0
2010-02-26,ADM LN Equity,PX_VOLUME,9402909.0
2010-02-26,ALW LN Equity,PX_VOLUME,33096991.0
2010-02-26,ANTO LN Equity,PX_VOLUME,84328064.0
2010-02-26,AV/ LN Equity,PX_VOLUME,187849754.0
2010-02-26,AZN LN Equity,PX_VOLUME,95187306.0
2010-02-26,BA/ LN Equity,PX_VOLUME,354869215.0
2010-02-26,BAB LN Equity,PX_VOLUME,30743167.0
2010-02-26,BARC LN Equity,PX_VOLUME,1473671496.0
2010-02-26,BATS LN Equity,PX_VOLUME,81465697.0
2010-02-26,BEZ LN Equity,PX_VOLUME,20802343.0
2010-02-26,BKG LN Equity,PX_VOLUME,11738938.0
2010-02-26,BLND LN Equity,PX_VOLUME,93962972.0
2010-02-26,BNZL LN Equity,PX_VOLUME,23546449.0
2010-02-26,BP/ LN Equity,PX_VOLUME,816182447.0
2010-02-26,BRBY LN Equity,PX_VOLUME,32452340.0
2010-02-26,BT/A LN Equity,PX_VOLUME,867659400.0
2010-02-26,BTRW LN Equity,PX_VOLUME,218009864.0
2010-02-26,CNA LN Equity,PX_VOLUME,325228606.0
2010-02-26,CPG LN Equity,PX_VOLUME,161896132.0
2010-02-26,CRDA LN Equity,PX_VOLUME,8090641.0
2010-02-26,DCC LN Equity,PX_VOLUME,1286634.0
2010-02-26,DGE LN Equity,PX_VOLUME,114447629.0
2010-02-26,DPLM LN Equity,PX_VOLUME,2865403.0
2010-02-26,ENT LN Equity,PX_VOLUME,6826789.0
2010-02-26,EXPN LN Equity,PX_VOLUME,50382548.0
2010-02-26,FCIT LN Equity,PX_VOLUME,17670931.0
2010-02-26,FRES LN Equity,PX_VOLUME,19290111.0
2010-02-26,GAW LN Equity,PX_VOLUME,470205.0
2010-02-26,GSK LN Equity,PX_VOLUME,203932393.0
2010-02-26,HLMA LN Equity,PX_VOLUME,15755989.0
2010-02-26,HSBA LN Equity,PX_VOLUME,787558914.0
2010-02-26,HSX LN Equity,PX_VOLUME,10892722.0
2010-02-26,HWDN LN Equity,PX_VOLUME,23368740.0
2010-02-26,IAG LN Equity,PX_VOLUME,404927292.0
2010-02-26,ICG LN Equity,PX_VOLUME,16715963.0
2010-02-26,IGG LN Equity,PX_VOLUME,30945667.0
2010-02-26,IHG LN Equity,PX_VOLUME,24124911.0
2010-02-26,III LN Equity,PX_VOLUME,81661762.0
2010-02-26,IMB LN Equity,PX_VOLUME,72896876.0
2010-02-26,IMI LN Equity,PX_VOLUME,21381901.0
2010-02-26,INF LN Equity,PX_VOLUME,38014761.0
2010-02-26,ITRK LN Equity,PX_VOLUME,9497800.0
2010-02-26,JD/ LN Equity,PX_VOLUME,27557900.0
2010-02-26,KGF LN Equity,PX_VOLUME,236621963.0
2010-02-26,LAND LN Equity,PX_VOLUME,64927893.0
2010-02-26,LGEN LN Equity,PX_VOLUME,435414521.0
2010-02-26,LLOY LN Equity,PX_VOLUME,6807914130.0
2010-02-26,LMP LN Equity,PX_VOLUME,23056764.0
2010-02-26,LSEG LN Equity,PX_VOLUME,21739232.0
2010-02-26,MKS LN Equity,PX_VOLUME,179212325.0
2010-02-26,MNDI LN Equity,PX_VOLUME,25746372.0
2010-02-26,MRO LN Equity,PX_VOLUME,5124089.0
2010-02-26,NG/ LN Equity,PX_VOLUME,106255438.0
2010-02-26,NWG LN Equity,PX_VOLUME,233798716.0
2010-02-26,NXT LN Equity,PX_VOLUME,23309709.0
2010-02-26,PCT LN Equity,PX_VOLUME,45136990.0
2010-02-26,PRU LN Equity,PX_VOLUME,175893939.0
2010-02-26,PSN LN Equity,PX_VOLUME,46839435.0
2010-02-26,PSON LN Equity,PX_VOLUME,42502155.0
2010-02-26,REL LN Equity,PX_VOLUME,153871728.0
2010-02-26,RIO LN Equity,PX_VOLUME,165714067.0
2010-02-26,RKT LN Equity,PX_VOLUME,43200010.0
2010-02-26,RMV LN Equity,PX_VOLUME,123777290.0
2010-02-26,RR/ LN Equity,PX_VOLUME,447092815.0
2010-02-26,RTO LN Equity,PX_VOLUME,130782542.0
2010-02-26,SBRY LN Equity,PX_VOLUME,100667952.0
2010-02-26,SDLF LN Equity,PX_VOLUME,63585.0
2010-02-26,SDR LN Equity,PX_VOLUME,69814642.0
2010-02-26,SGE LN Equity,PX_VOLUME,69473003.0
2010-02-26,SGRO LN Equity,PX_VOLUME,58572296.0
2010-02-26,SHEL LN Equity,PX_VOLUME,71523748.0
2010-02-26,SMIN LN Equity,PX_VOLUME,18853312.0
2010-02-26,SMT LN Equity,PX_VOLUME,34465585.0
2010-02-26,SN/ LN Equity,PX_VOLUME,60536731.0
2010-02-26,SPX LN Equity,PX_VOLUME,1388907.0
2010-02-26,SSE LN Equity,PX_VOLUME,49198019.0
2010-02-26,STAN LN Equity,PX_VOLUME,108739390.0
2010-02-26,STJ LN Equity,PX_VOLUME,6247951.0
2010-02-26,SVT LN Equity,PX_VOLUME,22984011.0
2010-02-26,TSCO LN Equity,PX_VOLUME,283819600.0
